,codimap_category,codimap_title,codimap_date,views,comment_numbers,codimap_explain,codimap_hashtag,codimap_imgurl
199,캐주얼,디테일에 반해,21.05.14,"1,509",3,루즈 핏 반팔 티셔츠와 화이트 데님 팬츠를 매치하고 크로스 백으로 마무리한 캐주얼 룩,"#봄,#캐주얼,#구찌,#앤더슨벨,#반지,#구두,#메신저/크로스 백,#벨트",https://image.msscdn.net/images/codimap/detail/3162/detail_3162_1_500.jpg?202401091201
200,캐주얼,무난한 매치,21.09.13,"13,399",3,로고가 돋보이는 스웨트셔츠와 셔츠를 레이어드하고 크로스 백으로 완성한 캐주얼 룩,"#로고플레이,#스트라이프,#캠퍼스,#레이어드룩,#벌룬핏,#가을,#캐주얼,#브래디백,#아디다스,#라모랭,#이벳필드,#예일,#노드스튜디오,#라퍼지스토어,#메신저/크로스 백,#잡지/무크지,#패션스니커즈화,#비니,#맨투맨/스웨트셔츠,#셔츠/블라우스,#데님 팬츠,#사파리/헌팅 재킷",https://image.msscdn.net/images/codimap/detail/6648/detail_6648_1_500.jpg?202401091201
201,캐주얼,편안한 조합,21.09.06,"14,304",3,편하게 입기 좋은 긴팔 티셔츠에 스웨트 팬츠를 코디하고 스니커즈로 마무리한 이지 캐주얼 룩,"#레터링,#오버핏,#편안한,#원마일웨어,#가을,#캐주얼,#페넥,#골라 클래식,#브렌슨,#참스,#엠엘비,#지갑/머니클립,#트레이닝/조거 팬츠,#긴소매 티셔츠,#캡/야구 모자",https://image.msscdn.net/images/codimap/detail/6365/detail_6365_1_500.jpg?202401091201
202,로맨틱,파스텔 로맨틱,21.09.30,"1,435",3,화사한 컬러감이 돋보이는 셔츠와 미디스커트를 매치하고 숄더백으로 포인트를 준 로맨틱 룩,"#컬러포인트,#파스텔,#화사한,#데이트,#셋업코디,#가을,#로맨틱,#로우클래식,#아모멘토,#오소이,#반소매 티셔츠,#셔츠/블라우스,#미디스커트,#기타 모자,#긴소매 티셔츠,#샌들,#숄더백,#부츠",https://image.msscdn.net/images/codimap/detail/7302/detail_7302_1_500.jpg?202401091201
203,비즈니스캐주얼,깔끔하게 출근,21.10.05,"4,429",3,베이식한 베스트와 셔츠를 레이어드한 후 슬랙스를 매치하여 연출한 포멀 룩,"#모노톤,#단정한,#출근룩,#격식,#레이어드룩,#미니멀,#가을,#포멀,#올리버커스텀,#토마스모어,#아르반,#반원 아틀리에,#수아레,#루이까또즈,#구두,#반소매 티셔츠,#블루종/MA-1,#머플러,#브리프케이스,#비즈니스캐주얼",https://image.msscdn.net/images/codimap/detail/7479/detail_7479_1_500.jpg?202401091201
204,시크,시크함 가득,21.05.14,"1,023",3,"미니멀한 디자인의 오프숄더 티셔츠와 롱스커트를 매치하고 선글라스, 목걸이로 멋을 더한 시크 룩","#봄,#시크,#페이크미,#블러브,#레이어무드,#커렌트,#잠트,#애노드레브,#선글라스,#셔츠/블라우스,#목걸이/펜던트,#롱스커트,#부츠,#숄더백",https://image.msscdn.net/images/codimap/detail/3159/detail_3159_1_500.jpg?202401091201
205,댄디,디테일의 차이,21.09.24,"7,438",3,컬러 배색이 돋보이는 베스트와 셔츠를 레이어드한 후 데님 팬츠로 완성한 댄디 룩,"#레이어드룩,#데이트,#레더,#모노톤,#가을,#댄디,#앤드류앤코,#닥터마틴,#피스워커,#쿠어,#베리베인,#쿼츠 아날로그,#반려동물용품,#구두,#토트백,#데님 팬츠,#블루종/MA-1,#베스트",https://image.msscdn.net/images/codimap/detail/7124/detail_7124_1_500.jpg?202401091201
206,캐주얼,비에도 가볍게,21.10.06,"3,452",3,레터링이 돋보이는 스웨트셔츠와 트러커 재킷을 매치하고 백팩으로 마무리한 캐주얼 룩,"#레터링,#레이어드룩,#오버핏,#스티치,#캠퍼스,#비,#가을,#캐주얼,#컨버스,#파라체이스,#유니폼브릿지,#테이크이지,#일꼬르소,#아카우,#캔버스/단화,#우산,#백팩,#셔츠/블라우스,#맨투맨/스웨트셔츠,#트러커 재킷,#캡/야구 모자",https://image.msscdn.net/images/codimap/detail/7533/detail_7533_1_500.jpg?202401091201
207,비즈니스캐주얼,담백한 무드,21.11.05,"2,730",3,미니멀 무드의 셔츠와 니트를 레이어드하고 싱글 코트로 연출한 포멀 룩,"#단정한,#격식,#출근룩,#레이어드룩,#레더,#뉴트럴톤,#가을,#포멀,#스위치,#에프터글로우,#수아레,#르아르,#벨룻,#노이어,#겐지,#숄더백,#잡지/무크지,#슈트 팬츠/슬랙스,#셔츠/블라우스,#구두,#겨울 싱글 코트,#안경,#비즈니스캐주얼",https://image.msscdn.net/images/codimap/detail/8709/detail_8709_1_500.jpg?202401091201
208,비즈니스캐주얼,감각 있는 조합,21.11.01,"2,277",3,오버 핏의 더블 코트에 니트와 슬랙스를 더해 연출한 포멀 룩,"#뉴트럴톤,#레이어드룩,#핀턱,#단정한,#격식,#출근룩,#레더,#가을,#포멀,#로터프,#폭스바겐 와치,#무신사 스탠다드,#커스텀에이드,#브리프케이스,#기타 시계,#반려동물용품,#슈트 팬츠/슬랙스,#안경 소품,#디퓨저/캔들,#구두,#로퍼,#반소매 티셔츠,#셔츠/블라우스,#니트/스웨터,#겨울 더블 코트,#디지털,#페도라,#비즈니스캐주얼",https://image.msscdn.net/images/codimap/detail/8478/detail_8478_1_500.jpg?202401091201
209,캐주얼,간편한 셋업,21.05.17,"3,063",3,편하게 입기 좋은 아노락 셋업에 오렌지 컬러의 볼캡으로 포인트를 준 이지 캐주얼 룩,"#봄,#캐주얼,#페넥,#뉴발란스,#엠엠엘지,#스파오,#케이스/슬리브,#캡/야구 모자,#아노락 재킷,#숏 팬츠",https://image.msscdn.net/images/codimap/detail/3178/detail_3178_1_500.jpg?202401091201
210,스트릿,힙하게 마무리,21.02.09,"4,088",3,그래픽이 돋보이는 스웨트셔츠에 나일론 재킷과 조거 팬츠를 코디하고 스니커즈로 포인트를 준 스트릿 룩,"#봄,#스트릿,#디스이즈네버댓,#이벳필드,#트레이닝 재킷,#기타 시계,#캡/야구 모자,#트레이닝/조거 팬츠,#목걸이/펜던트,#맨투맨/스웨트셔츠",https://image.msscdn.net/images/codimap/detail/1804/detail_1804_1_500.jpg?202401091201
211,캐주얼,모노 톤 코디,21.08.19,"6,728",3,편하게 입기 좋은 스웨트셔츠에 조거 팬츠를 매치하고 스니커즈로 마무리한 이지 캐주얼 룩,"#로고플레이,#원마일웨어,#편안한,#모노톤,#여름,#캐주얼,#바잘,#리,#보늬,#스케쳐스,#디스이즈네버댓,#버킷/사파리햇,#맨투맨/스웨트셔츠,#트레이닝/조거 팬츠,#패션스니커즈화,#메신저/크로스 백",https://image.msscdn.net/images/codimap/detail/5725/detail_5725_1_500.jpg?202401091201
212,스트릿,그래픽 활용법,21.10.06,"8,373",3,프린팅이 돋보이는 긴팔 티셔츠와 데님 팬츠를 코디하고 비니로 마무리한 스트릿 룩,"#레더,#그래픽,#스티치,#유니크,#모노톤,#와이드핏,#레이어드룩,#가을,#스트릿,#엠엘비,#얼모스트블루,#닥터마틴,#레이디 볼륨,#하이버넷,#비니,#팔찌,#블로퍼,#부츠,#레더/라이더스 재킷,#긴소매 티셔츠,#데님 팬츠",https://image.msscdn.net/images/codimap/detail/7581/detail_7581_1_500.jpg?202401091201
213,스트릿,시선 강탈 패션,21.11.05,"3,430",3,독특한 패턴이 돋보이는 조거 팬츠와 후드 티셔츠를 매치하고 스니커즈로 멋을 더한 스트릿 룩,"#유니크,#레터링,#오버핏,#플리스,#타이다이,#리버서블,#가을,#스트릿,#누깍,#아조바이아조,#와릿이즌,#디미토,#벙커버스터,#메신저/크로스 백,#후드 티셔츠,#비니,#플리스/뽀글이",https://image.msscdn.net/images/codimap/detail/8700/detail_8700_1_500.jpg?202401091201
214,캐주얼,활동성 최고!,21.05.17,"4,002",3,가볍게 입기 좋은 아노락 셋업에 레드 컬러 스니커즈로 포인트를 준 이지 캐주얼 룩,"#봄,#캐주얼,#컨버스,#라퍼지스토어,#엠엠엘지,#페넥,#캔버스/단화,#셔츠/블라우스,#비니,#숄더백",https://image.msscdn.net/images/codimap/detail/3176/detail_3176_1_500.jpg?202401091201
215,로맨틱,데이트 하는 날,21.05.17,"1,729",3,산뜻한 느낌의 크롭 블라우스와 데님 팬츠로 완성한 로맨틱 룩,"#봄,#로맨틱,#판도라핏,#코노시도진,#제이에스티나,#쎄꼰도,#미쏘,#데님 팬츠,#안경,#힐/펌프스,#메신저/크로스 백,#크로스백,#귀걸이,#셔츠/블라우스",https://image.msscdn.net/images/codimap/detail/3188/detail_3188_1_500.jpg?202401091201
216,캐주얼,산뜻한 조합,21.05.04,"10,025",3,반팔 니트에 데님 팬츠를 매치하고 숄더백으로 마무리한 캐주얼 룩,"#봄,#캐주얼,#메종 마르지엘라,#아모멘토,#택미홈 서울,#셀린느,#데님 팬츠,#안경 소품,#디퓨저/캔들,#피케/카라 티셔츠,#목걸이/펜던트,#토트백",https://image.msscdn.net/images/codimap/detail/3028/detail_3028_1_500.jpg?202401091201
217,캐주얼,데이트 가자,20.11.09,"5,572",3,"심플한 디자인의 코트와 니트, 데님 팬츠를 매치하고 뉴스보이캡으로 포인트를 준 캐주얼 룩","#데이트,#가을,#캐주얼,#유니버셜 케미스트리,#클레망,#파르티멘토,#유니폼브릿지,#로파이,#노스페이스,#헌팅캡/베레모,#구두,#로퍼,#반소매 티셔츠,#맨투맨/스웨트셔츠,#겨울 싱글 코트,#양말",https://image.msscdn.net/images/codimap/detail/487/detail_487_1_500.jpg?202401091201
218,캐주얼,시원한 컬러 조합,21.06.03,"1,718",3,프린팅 패턴이 돋보이는 반팔 티셔츠에 스웨트 팬츠를 매치한 이지 캐주얼 룩,"#편안한,#그래픽,#원마일웨어,#여름,#캐주얼,#엠엘비,#반스,#마켓,#아카이브 볼드,#카시오,#캡/야구 모자,#캔버스/단화,#숏 팬츠,#디지털",https://image.msscdn.net/images/codimap/detail/3431/detail_3431_1_500.jpg?202401091201
219,댄디,마성의 조합,21.06.09,"1,072",3,그래픽 프린팅이 유니크한 셔츠와 은은한 광택이 도는 팬츠로 연출한 댄디 룩,"#그래픽,#올블랙,#모노톤,#여름,#댄디,#애끼,#시그니처,#인사일런스,#알렌느,#팔찌,#메신저/크로스 백,#코튼 팬츠,#셔츠/블라우스",https://image.msscdn.net/images/codimap/detail/3591/detail_3591_1_500.jpg?202401091201
220,캐주얼,캠퍼스 룩 추천,21.06.09,"5,015",3,스트라이프 티셔츠와 데님 팬츠를 매치하고 크로스 백으로 마무리한 캐주얼 룩,"#스트라이프,#캠퍼스,#여름,#캐주얼,#내셔널지오그래픽,#비바스튜디오,#라퍼지스토어,#아웃도어 프로덕츠,#패션스니커즈화,#케이스/슬리브,#메신저/크로스 백,#반소매 티셔츠",https://image.msscdn.net/images/codimap/detail/3588/detail_3588_1_500.jpg?202401091201
221,아메카지,패턴의 매력,21.06.03,"9,241",3,체크 패턴이 돋보이는 셔츠와 린넨 팬츠를 매치한 아메리칸 캐주얼 룩,"#린넨,#아메카지,#체크,#여름,#아메리칸 캐주얼,#와일드 브릭스,#유니드가먼츠,#테바,#라퍼지스토어,#지갑/머니클립,#벨트,#셔츠/블라우스,#슬리퍼,#코튼 팬츠",https://image.msscdn.net/images/codimap/detail/3416/detail_3416_1_500.jpg?202401091201
222,걸리시,뷔스티에 활용법,21.06.04,"2,829",3,미니 원피스에 페이즐리 패턴이 돋보이는 뷔스티에를 레이어드하고 스트랩 샌들로 완성한 걸리시 룩,"#레이어드룩,#피크닉,#페이즐리,#여름,#걸리시,#봉보,#엽페,#타게토,#닥터마틴,#노이아고,#목걸이/펜던트,#에코백,#민소매 티셔츠,#샌들,#미니 원피스",https://image.msscdn.net/images/codimap/detail/3495/detail_3495_1_500.jpg?202401091201
223,캐주얼,귀여운 포인트,21.01.08,"2,633",3,스트라이프 니트에 유니크한 조거 팬츠를 더한 후 비니로 컬러 포인트를 준 캐주얼 룩,"#겨울,#캐주얼,#다이아몬드 레이라,#프로스펙스,#코드그라피,#와일드 브릭스,#스티그마,#스파오,#머플러,#패션스니커즈화,#비니",https://image.msscdn.net/images/codimap/detail/1349/detail_1349_1_500.jpg?202401091201
224,아메카지,편안한 색감,21.06.15,"2,328",3,그린 컬러가 돋보이는 셔츠와 퍼티그 팬츠를 매치하고 스니커즈로 완성한 아메리칸 캐주얼 룩,"#톤온톤,#뉴트럴톤,#아메카지,#로고플레이,#여름,#아메리칸 캐주얼,#유니폼브릿지,#커버낫,#유니버셜 케미스트리,#리,#안경 소품,#액자/포스터,#메신저/크로스 백,#잡지/무크지,#헌팅캡/베레모,#셔츠/블라우스",https://image.msscdn.net/images/codimap/detail/3725/detail_3725_1_500.jpg?202401091201
225,스트릿,디테일 포인트,21.08.19,"1,704",3,그래픽 디테일이 돋보이는 반팔 티셔츠에 데님 팬츠를 코디하고 숄더백으로 마무리한 스트릿 룩,"#그래픽,#찢청,#유니크,#와이드핏,#키높이,#페스티벌,#여름,#스트릿,#바이시클트로피,#리플라,#엠엘비,#하이버넷,#배디,#발찌,#구두,#숄더백,#데님 팬츠,#반소매 티셔츠",https://image.msscdn.net/images/codimap/detail/5727/detail_5727_1_500.jpg?202401091201
226,캐주얼,베스트 더하기,21.07.01,"3,814",3,반팔 티셔츠에 그린 컬러가 돋보이는 베스트를 더하고 데님 숏 팬츠로 완성한 캐주얼 룩,"#캠퍼스,#남친룩,#벌룬핏,#여름,#캐주얼,#컨버스,#레테르코모,#페넥,#사운즈라이프,#셔츠/블라우스,#백팩,#숏 팬츠,#베스트",https://image.msscdn.net/images/codimap/detail/3999/detail_3999_1_500.jpg?202401091201
227,캐주얼,원 마일 웨어,21.06.16,"3,147",3,편하게 입기 좋은 반팔 티셔츠에 스웨트 팬츠를 매치하고 크로스 백과 슬리퍼로 마무리한 이지 캐주얼 룩,"#로고플레이,#편안한,#원마일웨어,#모노톤,#와이드핏,#여름,#캐주얼,#크럼프,#커버낫,#와릿이즌,#아이홉소,#게스,#트레이닝/조거 팬츠,#안경 소품,#슬리퍼,#메신저/크로스 백,#캡/야구 모자",https://image.msscdn.net/images/codimap/detail/3746/detail_3746_1_500.jpg?202401091201
228,비즈니스캐주얼,모노 톤 활용법,21.02.18,837,3,심플한 니트와 셔츠를 레이어드하고 와이드 핏 슬랙스와 숄더백으로 완성한 포멀 룩,"#봄,#포멀,#로에일,#루에브르,#랩,#링키래버토리,#노이아고,#마뗑킴,#반소매 티셔츠,#셔츠/블라우스,#숄더백,#귀걸이,#슈트 팬츠/슬랙스,#부츠,#비즈니스캐주얼",https://image.msscdn.net/images/codimap/detail/1895/detail_1895_1_500.jpg?202401091201
229,캐주얼,추천 스타일링,21.07.02,"5,129",3,"프린팅이 돋보이는 반팔 티셔츠에 데님 팬츠, 스니커즈를 더해 연출한 캐주얼 룩","#캠퍼스,#꾸안꾸,#와이드핏,#그래픽,#남친룩,#여름,#캐주얼,#포콤마,#프로스펙스,#테이크이지,#예일,#엄브로,#목걸이/펜던트,#패션스니커즈화,#데님 팬츠,#반소매 티셔츠,#메신저/크로스 백",https://image.msscdn.net/images/codimap/detail/4036/detail_4036_1_500.jpg?202401091201
230,걸리시,프레피 룩의 정석,20.11.02,"3,426",3,간결한 실루엣이 돋보이는 블레이저와 미니스커트를 매치하고 아가일 패턴의 베스트로 포인트를 더한 걸리시 룩,"#가을,#걸리시,#무신사 스탠다드,#닥터마틴,#엔오르,#하이스쿨디스코,#로에일,#양말,#목걸이/펜던트,#구두,#미니스커트,#셔츠/블라우스",https://image.msscdn.net/images/codimap/detail/392/detail_392_1_500.jpg?202401091201
231,캐주얼,깜찍한 포인트,21.07.13,"2,355",3,프린팅이 돋보이는 반팔 티셔츠와 데님 숏 팬츠를 매치하고 에코백으로 완성한 캐주얼 룩,"#그래픽,#캠퍼스,#에코,#로고플레이,#키높이,#캐릭터,#여름,#캐주얼,#컨버스,#이벳필드,#어피스오브케이크,#예일,#유니폼브릿지,#캔버스/단화,#양말,#에코백,#반소매 티셔츠,#숏 팬츠",https://image.msscdn.net/images/codimap/detail/4380/detail_4380_1_500.jpg?202401091201
232,캐주얼,상큼한 조합,21.07.09,"4,529",3,로고 디테일이 돋보이는 반팔 티셔츠에 데님 스커트를 더하고 체크 패턴 스니커즈로 완성한 캐주얼 룩,"#체크,#로고플레이,#캠퍼스,#꾸안꾸,#화사한,#오버핏,#여름,#캐주얼,#아카이브앱크,#반스,#펄리모어,#키르시,#어커버,#숄더백,#캔버스/단화,#팔찌,#롱스커트",https://image.msscdn.net/images/codimap/detail/4307/detail_4307_1_500.jpg?202401091201
233,캐주얼,돋보이는 센스,21.07.12,"1,075",3,그래픽이 돋보이는 반팔 티셔츠에 데님 팬츠를 코디하고 크로스 백으로 마무리한 캐주얼 룩,"#그래픽,#와이드핏,#남친룩,#캠퍼스,#여름,#캐주얼,#핍스,#토마스모어,#컨버스,#본챔스,#지샥,#메신저/크로스 백,#기타 컬처,#데님 팬츠,#반소매 티셔츠,#디지털",https://image.msscdn.net/images/codimap/detail/4327/detail_4327_1_500.jpg?202401091201
234,캐주얼,블루 포인트,21.07.09,"7,485",3,오버 핏 티셔츠에 조거 팬츠를 매치하고 로고가 돋보이는 에코백으로 완성한 이지 캐주얼 룩,"#편안한,#원마일웨어,#오버핏,#로고플레이,#에코,#여름,#캐주얼,#제멋,#엠엘비,#마리떼,#제로,#컨버스,#셔츠/블라우스,#반소매 티셔츠,#캡/야구 모자,#에코백,#트레이닝/조거 팬츠",https://image.msscdn.net/images/codimap/detail/4289/detail_4289_1_500.jpg?202401091201
235,로맨틱,데이트 가는 날,20.11.04,908,3,플로럴 패턴이 돋보이는 원피스와 트렌치코트를 연출하고 부츠로 마무리한 로맨틱 룩,"#가을,#로맨틱,#모노슬롯,#에트몽,#빈폴 액세서리,#렉켄,#아르댓,#목걸이/펜던트,#맥시 원피스,#장갑,#부츠",https://image.msscdn.net/images/codimap/detail/439/detail_439_1_500.jpg?202401091201
236,캐주얼,눈에 띄는 디테일,20.11.05,"3,333",3,화사한 체크 셔츠와 레터링이 인상적인 니트를 레이어드한 후 그린 컬러의 스니커즈로 마무리한 이지 캐주얼 룩,"#가을,#캐주얼,#아조바이아조,#86로드,#커버낫,#메리제임스,#컨버스,#반소매 티셔츠,#니트/스웨터,#데님 팬츠,#안경,#셔츠/블라우스",https://image.msscdn.net/images/codimap/detail/442/detail_442_1_500.jpg?202401091201
237,캐주얼,미니멀한 조합,21.06.25,"3,021",3,반팔 티셔츠에 베스트를 레이어드하고 블랙 컬러 숏 팬츠와 타비 스니커즈로 연출한 미니멀 캐주얼 룩,"#미니멀,#모노톤,#남친룩,#레이어드룩,#여름,#캐주얼,#메종 마르지엘라,#아페쎄,#쿠어,#파우치 백,#베스트,#버킷/사파리햇",https://image.msscdn.net/images/codimap/detail/3901/detail_3901_1_500.jpg?202401091201
238,아메카지,멋진 아메카지 룩,21.07.16,"5,898",3,자수가 포인트인 베스트에 벌룬 팬츠를 매치하고 메신저 백으로 멋을 더한 아메리칸 캐주얼 룩,"#아메카지,#벌룬핏,#뉴트럴톤,#여름,#아메리칸 캐주얼,#모노노,#리끌로우,#사운즈라이프,#퍼스텝,#비욘드클로젯,#메신저/크로스 백,#안경,#코튼 팬츠,#셔츠/블라우스,#베스트",https://image.msscdn.net/images/codimap/detail/4552/detail_4552_1_500.jpg?202401091201
239,캐주얼,톤온톤 좋아,21.03.09,"6,014",3,베이지 컬러의 트러커 재킷에 아이보리 진을 매치한 후 같은 톤의 볼캡으로 마무리한 캐주얼 룩,"#봄,#캐주얼,#무신사 스탠다드,#와르,#커스텀어클락,#마우,#마하그리드,#틀영,#반소매 티셔츠,#긴소매 티셔츠,#코튼 팬츠,#안경 소품,#카디건,#캔버스/단화,#캡/야구 모자",https://image.msscdn.net/images/codimap/detail/2161/detail_2161_1_500.jpg?202401091201
240,캐주얼,디테일 가득!,21.07.02,"4,701",3,그래픽 디테일이 돋보이는 티셔츠에 데님 팬츠를 코디하고 스니커즈로 완성한 캐주얼 룩,"#톤온톤,#그래픽,#모노톤,#컬러블록,#캠퍼스,#미세먼지,#와이드핏,#여름,#캐주얼,#반스,#트래블,#팝미,#로아드로아,#미니멀프로젝트,#캔버스/단화,#반소매 티셔츠,#마스크,#메신저/크로스 백,#데님 팬츠",https://image.msscdn.net/images/codimap/detail/4037/detail_4037_1_500.jpg?202401091201
241,아메카지,탐나는 연출,22.01.13,"3,839",3,코듀로이 소재가 돋보이는 셔츠와 베스트를 매치하고 숄더백으로 완성한 아메리칸 캐주얼 룩,"#아메카지,#뉴트럴톤,#코듀로이,#벌룬핏,#레더,#겨울,#아메리칸 캐주얼,#포디어웍스,#하프크라이즈 레이아웃,#유니버셜 케미스트리,#디미트리블랙,#프리즘웍스,#미니멀프로젝트,#레인보우샌들,#숄더백,#잡지/무크지,#트루퍼,#셔츠/블라우스,#코튼 팬츠,#구두,#모카신/보트 슈즈",https://image.msscdn.net/images/codimap/detail/11309/detail_11309_1_500.jpg?202401091201
242,댄디,디테일의 차이,21.09.24,"7,438",3,컬러 배색이 돋보이는 베스트와 셔츠를 레이어드한 후 데님 팬츠로 완성한 댄디 룩,"#레이어드룩,#데이트,#레더,#모노톤,#가을,#댄디,#앤드류앤코,#닥터마틴,#피스워커,#쿠어,#베리베인,#쿼츠 아날로그,#반려동물용품,#구두,#토트백,#데님 팬츠,#블루종/MA-1,#베스트",https://image.msscdn.net/images/codimap/detail/7124/detail_7124_1_500.jpg?202401091201
243,캐주얼,블루 캐주얼,21.05.27,"2,732",3,심플한 디자인의 셔츠와 퍼티그 스커트를 매치하고 스니커즈로 마무리한 캐주얼 룩,"#편안한,#봄,#캐주얼,#컨버스,#무신사 스탠다드,#마이오믈렛,#어썸니즈,#캔버스/단화,#롱스커트,#셔츠/블라우스,#반지,#숄더백",https://image.msscdn.net/images/codimap/detail/3322/detail_3322_1_500.jpg?202401091201
244,캐주얼,미니멀의 정석,21.01.04,"1,814",3,담백한 디테일의 롱 코트에 니트와 팬츠를 매치하고 로고 패턴이 돋보이는 스니커즈로 포인트를 준 캐주얼 룩,"#겨울,#캐주얼,#엠씨엠,#아모멘토,#캔버스/단화,#니트/스웨터,#셔츠/블라우스,#데님 팬츠,#겨울 싱글 코트,#디지털,#페도라,#케이스/슬리브",https://image.msscdn.net/images/codimap/detail/1263/detail_1263_1_500.jpg?202401091201
245,걸리시,산뜻한 조합,21.06.25,"2,404",3,그린 컬러의 원피스에 니트 버킷햇과 메리제인 슈즈를 더해 완성한 걸리시 룩,"#화사한,#피크닉,#체크,#뉴트럴톤,#여름,#걸리시,#무신사 스탠다드,#다이애그널,#아카이브앱크,#시티브리즈,#빅토리아 슈즈,#양말,#목걸이/펜던트,#버킷/사파리햇,#숄더백,#미니 원피스,#힐/펌프스",https://image.msscdn.net/images/codimap/detail/3914/detail_3914_1_500.jpg?202401091201
246,스트릿,숏 패딩 코디,21.01.05,"1,450",3,스트라이프 패턴이 돋보이는 후드 티셔츠와 카고 팬츠를 매치하고 스니커즈로 포인트를 더한 스트릿 룩,"#겨울,#스트릿,#엘엠씨,#크리틱,#비바스튜디오,#와릿이즌,#숏패딩/숏헤비 아우터,#후드 티셔츠,#비니,#케이스/슬리브",https://image.msscdn.net/images/codimap/detail/1291/detail_1291_1_500.jpg?202401091201
247,캐주얼,시원한 컬러 조합,21.06.03,"1,718",3,프린팅 패턴이 돋보이는 반팔 티셔츠에 스웨트 팬츠를 매치한 이지 캐주얼 룩,"#편안한,#그래픽,#원마일웨어,#여름,#캐주얼,#엠엘비,#반스,#마켓,#아카이브 볼드,#카시오,#캡/야구 모자,#캔버스/단화,#숏 팬츠,#디지털",https://image.msscdn.net/images/codimap/detail/3431/detail_3431_1_500.jpg?202401091201
248,캐주얼,가벼운 외출,21.01.05,"1,948",3,귀여운 그래픽이 돋보이는 니트와 데님 팬츠를 연출하고 백팩으로 완성한 캐주얼 룩,"#겨울,#캐주얼,#네이키드니스,#베테제,#티떠블유엔,#파르티멘토,#지프,#뉴발란스,#백팩,#기타 컬처,#데님 팬츠,#숏패딩/숏헤비 아우터,#캡/야구 모자",https://image.msscdn.net/images/codimap/detail/1298/detail_1298_1_500.jpg?202401091201
249,캐주얼,끌리는 뒤태,21.07.01,"1,317",3,뒷면 그래픽 프린팅이 돋보이는 티셔츠와 데님 팬츠를 매치하고 백팩으로 마무리한 캐주얼 룩,"#그래픽,#와이드핏,#로고플레이,#캠퍼스,#남친룩,#꾸안꾸,#여름,#캐주얼,#커버낫,#에가든,#노드 아카이브,#후딩스,#백팩,#시계 용품,#데님 팬츠",https://image.msscdn.net/images/codimap/detail/3992/detail_3992_1_500.jpg?202401091201
